#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Batt Voltage [V];Logger Status
$;00:25:51;11:47:15;11.09.2021;Y;08;48 42.75908 N;002 12.05015 E;0.739;1.3;;227.2;34.875;8.8;65655
$;00:25:53;11:47:17;11.09.2021;Y;08;48 42.75925 N;002 12.05027 E;0.796;1.4;;226.9;34.875;8.8;65655
$;00:25:55;11:47:19;11.09.2021;Y;08;48 42.75933 N;002 12.05029 E;0.449;0.8;;228.0;34.875;8.8;65655
$;00:25:57;11:47:21;11.09.2021;Y;07;48 42.75929 N;002 12.05050 E;0.763;1.4;;227.6;34.875;8.8;65655
$;00:25:59;11:47:23;11.09.2021;Y;07;48 42.75930 N;002 12.05048 E;0.431;0.7;;227.1;34.875;8.8;65655
$;00:26:01;11:47:25;11.09.2021;Y;07;48 42.75961 N;002 12.05048 E;1.342;2.4;56.03;226.6;34.750;8.8;65655
$;00:26:03;11:47:27;11.09.2021;Y;08;48 42.75972 N;002 12.05020 E;0.514;0.9;;228.2;34.875;8.8;65655
$;00:26:05;11:47:29;11.09.2021;Y;07;48 42.75962 N;002 12.05022 E;0.054;0.1;;228.3;34.875;8.8;65655
$;00:26:07;11:47:31;11.09.2021;Y;07;48 42.75963 N;002 12.05048 E;0.062;0.1;;227.0;34.875;8.8;65655
$;00:26:09;11:47:33;11.09.2021;Y;07;48 42.75956 N;002 12.05052 E;0.177;0.3;;227.7;34.875;8.8;65655
$;00:26:11;11:47:35;11.09.2021;Y;07;48 42.75956 N;002 12.05074 E;0.130;0.2;;228.8;34.750;8.8;65655
$;00:26:13;11:47:37;11.09.2021;Y;08;48 42.75962 N;002 12.05079 E;0.069;0.1;;230.6;34.875;8.8;65655
$;00:26:15;11:47:39;11.09.2021;Y;07;48 42.75958 N;002 12.05096 E;0.182;0.3;;231.0;34.875;8.8;65655
$;00:26:17;11:47:41;11.09.2021;Y;08;48 42.75969 N;002 12.05106 E;0.397;0.7;;232.1;34.875;8.8;65655
$;00:26:19;11:47:43;11.09.2021;Y;07;48 42.75918 N;002 12.05036 E;0.471;0.8;;235.0;34.875;8.8;65655
$;00:26:21;11:47:45;11.09.2021;Y;07;48 42.75913 N;002 12.04977 E;0.334;0.6;;240.2;34.750;8.8;65655
$;00:26:23;11:47:47;11.09.2021;Y;07;48 42.75916 N;002 12.04950 E;0.099;0.1;;240.0;34.875;8.8;65655
$;00:26:25;11:47:49;11.09.2021;Y;07;48 42.75968 N;002 12.04978 E;0.251;0.4;;239.8;34.875;8.8;65655
$;00:26:27;11:47:51;11.09.2021;Y;07;48 42.75955 N;002 12.05034 E;0.614;1.1;;239.8;34.750;8.8;65655
$;00:26:29;11:47:53;11.09.2021;Y;07;48 42.75983 N;002 12.05048 E;0.274;0.5;;239.9;34.875;8.8;65655
$;00:26:31;11:47:55;11.09.2021;Y;07;48 42.75967 N;002 12.05033 E;0.621;1.1;;238.7;34.750;8.8;65655
$;00:26:33;11:47:57;11.09.2021;Y;07;48 42.75987 N;002 12.05042 E;0.630;1.1;;237.2;34.750;8.8;65655
$;00:26:35;11:47:59;11.09.2021;Y;07;48 42.76018 N;002 12.05053 E;0.237;0.4;;238.7;34.875;8.8;65655
$;00:26:37;11:48:01;11.09.2021;Y;07;48 42.76019 N;002 12.05064 E;0.513;0.9;;237.1;34.750;8.8;65655
$;00:26:39;11:48:03;11.09.2021;Y;08;48 42.76054 N;002 12.05110 E;0.768;1.4;;233.1;34.750;8.8;65655
$;00:26:41;11:48:05;11.09.2021;Y;08;48 42.76085 N;002 12.05112 E;0.064;0.1;;231.2;34.750;8.8;65655
$;00:26:43;11:48:07;11.09.2021;Y;08;48 42.76079 N;002 12.05102 E;2.283;4.2;156.30;228.5;34.875;8.8;65655
$;00:26:45;11:48:09;11.09.2021;Y;07;48 42.76095 N;002 12.05119 E;0.668;1.2;;226.2;34.750;8.8;65655
$;00:26:47;11:48:11;11.09.2021;Y;07;48 42.76080 N;002 12.05084 E;0.655;1.2;;226.1;34.750;8.8;65655
$;00:26:49;11:48:13;11.09.2021;Y;07;48 42.76152 N;002 12.05073 E;0.074;0.1;;226.3;34.750;8.8;65655
$;00:26:51;11:48:15;11.09.2021;Y;07;48 42.76197 N;002 12.05089 E;0.148;0.2;;225.7;34.750;8.8;65655
$;00:26:53;11:48:17;11.09.2021;Y;07;48 42.76246 N;002 12.05086 E;0.169;0.3;;222.4;34.750;8.8;65655
$;00:26:55;11:48:19;11.09.2021;Y;07;48 42.76250 N;002 12.05075 E;0.520;0.9;;222.4;34.750;8.8;65655
$;00:26:57;11:48:21;11.09.2021;Y;07;48 42.76143 N;002 12.04991 E;3.491;6.4;167.37;228.0;34.750;8.8;65655
$;00:26:59;11:48:23;11.09.2021;Y;07;48 42.76088 N;002 12.04938 E;0.398;0.7;;231.3;34.750;8.8;65655
$;00:27:01;11:48:25;11.09.2021;Y;07;48 42.76115 N;002 12.04921 E;0.983;1.8;;232.8;34.750;8.8;65655
$;00:27:03;11:48:27;11.09.2021;Y;07;48 42.76105 N;002 12.04898 E;0.109;0.2;;233.8;34.875;8.8;65655
$;00:27:05;11:48:29;11.09.2021;Y;07;48 42.76058 N;002 12.04879 E;0.078;0.1;;235.2;34.750;8.8;65655
$;00:27:07;11:48:31;11.09.2021;Y;07;48 42.76031 N;002 12.04863 E;0.059;0.1;;236.7;34.750;8.8;65655
$;00:27:09;11:48:33;11.09.2021;Y;07;48 42.75982 N;002 12.04850 E;0.215;0.3;;237.5;34.875;8.8;65655
$;00:27:11;11:48:35;11.09.2021;Y;08;48 42.75983 N;002 12.04816 E;0.358;0.6;;239.2;34.750;8.8;65655
$;00:27:13;11:48:37;11.09.2021;Y;08;48 42.75981 N;002 12.04842 E;0.410;0.7;;237.6;34.750;8.8;65655
$;00:27:15;11:48:39;11.09.2021;Y;07;48 42.76054 N;002 12.04866 E;0.727;1.3;;238.2;34.750;8.8;65655
$;00:27:17;11:48:41;11.09.2021;Y;07;48 42.76061 N;002 12.04858 E;0.371;0.6;;239.2;34.750;8.8;65655
$;00:27:19;11:48:43;11.09.2021;Y;07;48 42.76051 N;002 12.04819 E;0.390;0.7;;240.4;34.750;8.8;65655
$;00:27:21;11:48:45;11.09.2021;Y;07;48 42.76027 N;002 12.04832 E;1.227;2.2;;240.1;34.750;8.8;65655
$;00:27:23;11:48:47;11.09.2021;Y;07;48 42.76039 N;002 12.04827 E;0.195;0.3;;241.6;34.750;8.8;65655
$;00:27:25;11:48:49;11.09.2021;Y;07;48 42.76024 N;002 12.04823 E;0.807;1.4;;242.4;34.750;8.8;65655
$;00:27:27;11:48:51;11.09.2021;Y;07;48 42.76030 N;002 12.04859 E;0.640;1.1;;241.2;34.875;8.8;65655
$;00:27:29;11:48:53;11.09.2021;Y;07;48 42.75976 N;002 12.04814 E;1.922;3.5;199.25;241.6;34.750;8.8;65655
$;00:27:31;11:48:55;11.09.2021;Y;07;48 42.75967 N;002 12.04797 E;0.508;0.9;;239.7;34.750;8.8;65655
$;00:27:33;11:48:57;11.09.2021;Y;07;48 42.75952 N;002 12.04867 E;0.836;1.5;;237.7;34.750;8.8;65655
$;00:27:35;11:48:59;11.09.2021;Y;07;48 42.75943 N;002 12.04960 E;1.468;2.7;;238.7;34.750;8.8;65655
$;00:27:37;11:49:01;11.09.2021;Y;07;48 42.75924 N;002 12.04982 E;0.549;1.0;;238.2;34.750;8.8;65655
$;00:27:39;11:49:03;11.09.2021;Y;07;48 42.75945 N;002 12.04995 E;0.846;1.5;;238.3;34.750;8.8;65655
$;00:27:41;11:49:05;11.09.2021;Y;07;48 42.75954 N;002 12.04966 E;0.142;0.2;;237.5;34.750;8.8;65655
$;00:27:43;11:49:07;11.09.2021;Y;07;48 42.75969 N;002 12.04970 E;0.480;0.8;;235.9;34.875;8.8;65655
$;00:27:45;11:49:09;11.09.2021;Y;07;48 42.75959 N;002 12.04897 E;0.783;1.4;;236.8;34.750;8.8;65655
$;00:27:47;11:49:11;11.09.2021;Y;07;48 42.75889 N;002 12.04870 E;2.108;3.9;;236.7;34.625;8.8;65655
$;00:27:49;11:49:13;11.09.2021;Y;07;48 42.75771 N;002 12.04971 E;5.133;9.5;;232.2;34.500;8.8;65655
$;00:27:51;11:49:15;11.09.2021;Y;07;48 42.75858 N;002 12.05077 E;3.204;5.9;;227.1;34.500;8.8;65655
$;00:27:53;11:49:17;11.09.2021;Y;07;48 42.75887 N;002 12.05164 E;0.903;1.6;;225.0;34.625;8.8;65655
$;00:27:55;11:49:19;11.09.2021;Y;07;48 42.75860 N;002 12.05164 E;0.232;0.4;;225.2;34.625;8.8;65655
$;00:27:57;11:49:21;11.09.2021;Y;07;48 42.75931 N;002 12.05123 E;0.398;0.7;;225.0;34.625;8.8;65655
$;00:27:59;11:49:23;11.09.2021;Y;07;48 42.75985 N;002 12.05172 E;1.182;2.1;;222.3;34.500;8.8;65655
$;00:28:01;11:49:25;11.09.2021;Y;07;48 42.76143 N;002 12.05360 E;3.145;5.8;;210.7;34.500;8.8;65655
$;00:28:03;11:49:27;11.09.2021;Y;06;48 42.76203 N;002 12.05341 E;1.245;2.3;;206.4;34.375;8.8;65655
$;00:28:05;11:49:29;11.09.2021;Y;06;48 42.76211 N;002 12.05318 E;1.116;2.0;;203.6;34.250;8.8;65655
$;00:28:07;11:49:31;11.09.2021;Y;06;48 42.76161 N;002 12.05153 E;1.133;2.0;;203.4;34.375;8.8;65655
$;00:28:09;11:49:33;11.09.2021;Y;07;48 42.76201 N;002 12.05135 E;2.464;4.5;68.78;204.8;34.0;8.8;65655
$;00:28:11;11:49:35;11.09.2021;Y;07;48 42.76290 N;002 12.04973 E;3.546;6.5;;206.9;34.0;8.8;65655
$;00:28:13;11:49:37;11.09.2021;Y;07;48 42.76311 N;002 12.04994 E;0.616;1.1;;207.4;34.0;8.8;65655
$;00:28:15;11:49:39;11.09.2021;Y;07;48 42.76386 N;002 12.05102 E;7.082;13.1;43.57;216.1;33.875;8.8;65655
$;00:28:17;11:49:41;11.09.2021;Y;05;48 42.76785 N;002 12.05098 E;10.345;19.1;25.76;218.4;33.625;8.8;65655
$;00:28:19;11:49:43;11.09.2021;Y;04;48 42.77379 N;002 12.05592 E;12.465;23.0;29.15;210.1;33.625;8.8;65655
$;00:28:21;11:49:45;11.09.2021;Y;05;48 42.77750 N;002 12.05522 E;5.549;10.2;;178.1;33.625;8.8;65655
$;00:28:23;11:49:47;11.09.2021;Y;07;48 42.77646 N;002 12.05030 E;4.006;7.4;346.38;168.1;33.500;8.8;65655
$;00:28:25;11:49:49;11.09.2021;Y;07;48 42.77559 N;002 12.04517 E;2.969;5.4;;172.3;33.625;8.8;65655
$;00:28:27;11:49:51;11.09.2021;Y;07;48 42.77572 N;002 12.04153 E;3.012;5.5;;172.6;33.750;8.8;65655
$;00:28:29;11:49:53;11.09.2021;Y;06;48 42.77340 N;002 12.04201 E;0.486;0.9;;181.9;33.625;8.8;65655
$;00:28:31;11:49:55;11.09.2021;Y;08;48 42.77043 N;002 12.04369 E;1.763;3.2;;185.9;33.625;8.8;65655
$;00:28:33;11:49:57;11.09.2021;Y;08;48 42.76846 N;002 12.04721 E;1.266;2.3;;184.3;33.750;8.8;65655
$;00:28:35;11:49:59;11.09.2021;Y;08;48 42.76594 N;002 12.05143 E;3.307;6.1;;172.9;33.500;8.8;65655
$;00:28:37;11:50:01;11.09.2021;Y;07;48 42.76272 N;002 12.05403 E;3.273;6.0;306.91;166.1;33.500;8.8;65655
$;00:28:39;11:50:03;11.09.2021;Y;07;48 42.76103 N;002 12.05226 E;0.603;1.1;;177.9;33.625;8.8;65655
$;00:28:41;11:50:05;11.09.2021;Y;07;48 42.76062 N;002 12.05082 E;1.096;2.0;;184.7;33.625;8.8;65655
$;00:28:43;11:50:07;11.09.2021;Y;07;48 42.76108 N;002 12.05128 E;3.004;5.5;344.70;188.6;33.500;8.8;65655
$;00:28:45;11:50:09;11.09.2021;Y;07;48 42.76070 N;002 12.05071 E;0.407;0.7;;192.3;33.500;8.8;65655
$;00:28:47;11:50:11;11.09.2021;Y;07;48 42.76053 N;002 12.05053 E;0.517;0.9;;197.0;33.750;8.8;65655
$;00:28:49;11:50:13;11.09.2021;Y;07;48 42.76058 N;002 12.05050 E;0.125;0.2;;200.6;33.500;8.8;65655
$;00:28:51;11:50:15;11.09.2021;Y;07;48 42.75993 N;002 12.04899 E;0.685;1.2;;206.6;33.500;8.8;65655
$;00:28:53;11:50:17;11.09.2021;Y;07;48 42.75988 N;002 12.04932 E;0.766;1.4;;207.9;33.625;8.8;65655
$;00:28:55;11:50:19;11.09.2021;Y;07;48 42.75998 N;002 12.04975 E;0.340;0.6;;208.6;33.625;8.8;65655
$;00:28:57;11:50:21;11.09.2021;Y;07;48 42.76020 N;002 12.05074 E;0.269;0.4;;208.5;33.500;8.8;65655
$;00:28:59;11:50:23;11.09.2021;Y;07;48 42.76050 N;002 12.05097 E;0.950;1.7;;209.4;33.625;8.8;65655
$;00:29:01;11:50:25;11.09.2021;Y;07;48 42.76080 N;002 12.05175 E;1.439;2.6;;208.1;33.500;8.8;65655
$;00:29:03;11:50:27;11.09.2021;Y;08;48 42.76210 N;002 12.05109 E;2.132;3.9;337.88;214.2;33.625;8.8;65655
$;00:29:05;11:50:29;11.09.2021;Y;07;48 42.76246 N;002 12.05069 E;0.057;0.1;;215.0;33.500;8.8;65655
$;00:29:07;11:50:31;11.09.2021;Y;07;48 42.76259 N;002 12.05104 E;0.261;0.4;;215.6;33.500;8.8;65655
$;00:29:09;11:50:33;11.09.2021;Y;07;48 42.76272 N;002 12.05108 E;0.386;0.7;;217.1;33.625;8.8;65655
$;00:29:11;11:50:35;11.09.2021;Y;07;48 42.76175 N;002 12.05123 E;0.411;0.7;;216.1;33.500;8.8;65655
$;00:29:13;11:50:37;11.09.2021;Y;07;48 42.76168 N;002 12.05091 E;0.585;1.0;;218.1;33.625;8.8;65655
$;00:29:15;11:50:39;11.09.2021;Y;07;48 42.76176 N;002 12.05110 E;0.981;1.8;;221.9;33.625;8.8;65655
$;00:29:17;11:50:41;11.09.2021;Y;07;48 42.76113 N;002 12.05073 E;1.151;2.1;;224.4;33.625;8.8;65655
$;00:29:19;11:50:43;11.09.2021;Y;07;48 42.76088 N;002 12.05043 E;0.015;0.0;;227.4;33.625;8.8;65655
$;00:29:21;11:50:45;11.09.2021;Y;07;48 42.76080 N;002 12.05043 E;0.212;0.3;;232.3;33.625;8.8;65655
$;00:29:23;11:50:47;11.09.2021;Y;07;48 42.76082 N;002 12.05048 E;0.397;0.7;;235.1;33.625;8.8;65655
$;00:29:25;11:50:49;11.09.2021;Y;07;48 42.76078 N;002 12.05020 E;0.265;0.4;;237.9;33.625;8.8;65655
$;00:29:27;11:50:51;11.09.2021;Y;07;48 42.76096 N;002 12.05018 E;1.227;2.2;;238.7;33.625;8.8;65655
$;00:29:29;11:50:53;11.09.2021;Y;08;48 42.76102 N;002 12.05049 E;1.163;2.1;;236.6;33.500;8.8;65655
$;00:29:31;11:50:55;11.09.2021;Y;08;48 42.76122 N;002 12.05060 E;0.389;0.7;;234.8;33.500;8.8;65655
$;00:29:33;11:50:57;11.09.2021;Y;08;48 42.76161 N;002 12.05106 E;0.680;1.2;;231.2;33.375;8.8;65655
$;00:29:35;11:50:59;11.09.2021;Y;08;48 42.76182 N;002 12.05137 E;0.468;0.8;;229.2;33.625;8.8;65655
$;00:29:37;11:51:01;11.09.2021;Y;06;48 42.76115 N;002 12.05155 E;0.645;1.1;;228.4;33.500;8.8;65655
$;00:29:39;11:51:03;11.09.2021;Y;07;48 42.76071 N;002 12.05132 E;0.399;0.7;;231.6;33.500;8.8;65655
$;00:29:41;11:51:05;11.09.2021;Y;07;48 42.76003 N;002 12.05268 E;1.269;2.3;;228.9;33.500;8.8;65655
$;00:29:43;11:51:07;11.09.2021;Y;07;48 42.76084 N;002 12.05362 E;0.801;1.4;;225.5;33.625;8.8;65655
$;00:29:45;11:51:09;11.09.2021;Y;07;48 42.76070 N;002 12.05363 E;0.225;0.4;;226.1;33.500;8.8;65655
$;00:29:47;11:51:11;11.09.2021;Y;07;48 42.76049 N;002 12.05368 E;0.234;0.4;;225.4;33.500;8.8;65655
$;00:29:49;11:51:13;11.09.2021;Y;07;48 42.76038 N;002 12.05381 E;0.381;0.7;;225.8;33.625;8.8;65655
$;00:29:51;11:51:15;11.09.2021;Y;07;48 42.76022 N;002 12.05359 E;0.700;1.2;;225.4;33.500;8.8;65655
$;00:29:53;11:51:17;11.09.2021;Y;07;48 42.76008 N;002 12.05338 E;0.253;0.4;;226.6;33.625;8.8;65655
$;00:29:55;11:51:19;11.09.2021;Y;07;48 42.75988 N;002 12.05311 E;0.288;0.5;;228.4;33.500;8.8;65655
$;00:29:57;11:51:21;11.09.2021;Y;07;48 42.75986 N;002 12.05305 E;0.543;1.0;;230.0;33.500;8.8;65655
$;00:29:59;11:51:23;11.09.2021;Y;06;48 42.75975 N;002 12.05372 E;0.214;0.3;;221.9;33.625;8.8;65655
$;00:30:01;11:51:25;11.09.2021;Y;06;48 42.76015 N;002 12.05356 E;0.914;1.6;;222.3;33.625;8.8;65655
$;00:30:03;11:51:27;11.09.2021;Y;06;48 42.76071 N;002 12.05381 E;0.469;0.8;;218.7;33.625;8.8;65655
$;00:30:05;11:51:29;11.09.2021;Y;07;48 42.76073 N;002 12.05387 E;0.330;0.6;;216.6;33.500;8.8;65655
$;00:30:07;11:51:31;11.09.2021;Y;07;48 42.76102 N;002 12.05370 E;1.664;3.0;;216.4;33.500;8.8;65655
$;00:30:09;11:51:33;11.09.2021;Y;07;48 42.76106 N;002 12.05347 E;0.753;1.3;;216.3;33.625;8.8;65655
$;00:30:11;11:51:35;11.09.2021;Y;07;48 42.76113 N;002 12.05410 E;0.918;1.7;;213.9;33.500;8.8;65655
$;00:30:13;11:51:37;11.09.2021;Y;07;48 42.76076 N;002 12.05434 E;0.256;0.4;;212.5;33.625;8.8;65655
$;00:30:15;11:51:39;11.09.2021;Y;07;48 42.76067 N;002 12.05435 E;0.450;0.8;;212.3;33.500;8.8;65655
$;00:30:17;11:51:41;11.09.2021;Y;07;48 42.76027 N;002 12.05346 E;0.687;1.2;;215.5;33.625;8.8;65655
$;00:30:19;11:51:43;11.09.2021;Y;07;48 42.76029 N;002 12.05379 E;0.646;1.1;;214.1;33.750;8.8;65655
$;00:30:21;11:51:45;11.09.2021;Y;07;48 42.76054 N;002 12.05319 E;1.283;2.3;;214.9;33.625;8.8;65655
$;00:30:23;11:51:47;11.09.2021;Y;07;48 42.76072 N;002 12.05209 E;1.915;3.5;;216.1;33.625;8.8;65655
$;00:30:25;11:51:49;11.09.2021;Y;07;48 42.76085 N;002 12.05062 E;1.652;3.0;;221.1;33.625;8.8;65655
$;00:30:27;11:51:51;11.09.2021;Y;07;48 42.76025 N;002 12.04878 E;1.546;2.8;;226.0;33.750;8.8;65655
$;00:30:29;11:51:53;11.09.2021;Y;06;48 42.76011 N;002 12.04838 E;1.469;2.7;;226.6;33.625;8.8;65655
$;00:30:31;11:51:55;11.09.2021;Y;06;48 42.76090 N;002 12.04970 E;1.904;3.5;288.28;221.7;33.750;8.8;65655
$;00:30:33;11:51:57;11.09.2021;Y;07;48 42.76172 N;002 12.04964 E;2.106;3.9;330.71;222.5;33.750;8.8;65655
$;00:30:35;11:51:59;11.09.2021;Y;07;48 42.76257 N;002 12.04917 E;2.177;4.0;340.95;225.3;33.750;8.8;65655
$;00:30:37;11:52:01;11.09.2021;Y;07;48 42.76308 N;002 12.04921 E;1.122;2.0;;226.7;33.750;8.8;65655
$;00:30:39;11:52:03;11.09.2021;Y;07;48 42.76319 N;002 12.05008 E;0.448;0.8;;223.6;33.625;8.8;65655
$;00:30:41;11:52:05;11.09.2021;Y;07;48 42.76248 N;002 12.05047 E;0.185;0.3;;220.5;33.750;8.8;65655
$;00:30:43;11:52:07;11.09.2021;Y;07;48 42.76209 N;002 12.05105 E;0.266;0.4;;220.4;33.750;8.8;65655
$;00:30:45;11:52:09;11.09.2021;Y;07;48 42.76176 N;002 12.05142 E;0.444;0.8;;220.9;33.625;8.8;65655
$;00:30:47;11:52:11;11.09.2021;Y;07;48 42.76169 N;002 12.05175 E;0.858;1.5;;221.3;33.750;8.8;65655
$;00:30:49;11:52:13;11.09.2021;Y;07;48 42.76136 N;002 12.05175 E;0.280;0.5;;222.0;33.750;8.8;65655
$;00:30:51;11:52:15;11.09.2021;Y;07;48 42.76095 N;002 12.05228 E;1.130;2.0;;224.3;33.875;8.8;65655
$;00:30:53;11:52:17;11.09.2021;Y;07;48 42.76078 N;002 12.05257 E;0.712;1.3;;225.2;33.750;8.8;65655
$;00:30:55;11:52:19;11.09.2021;Y;07;48 42.76036 N;002 12.05252 E;0.481;0.8;;225.6;33.750;8.8;65655
$;00:30:57;11:52:21;11.09.2021;Y;07;48 42.76078 N;002 12.05255 E;0.663;1.2;;224.9;33.750;8.8;65655
$;00:30:59;11:52:23;11.09.2021;Y;07;48 42.76054 N;002 12.05296 E;0.695;1.2;;225.5;33.750;8.8;65655
$;00:31:01;11:52:25;11.09.2021;Y;07;48 42.76012 N;002 12.05330 E;0.741;1.3;;228.1;33.625;8.8;65655
$;00:31:03;11:52:27;11.09.2021;Y;07;48 42.76021 N;002 12.05368 E;0.122;0.2;;227.4;33.625;8.8;65655
$;00:31:05;11:52:29;11.09.2021;Y;07;48 42.76005 N;002 12.05420 E;0.267;0.4;;227.2;33.750;8.8;65655
$;00:31:07;11:52:31;11.09.2021;Y;07;48 42.76089 N;002 12.05466 E;2.479;4.5;350.26;226.0;33.625;8.8;65655
$;00:31:09;11:52:33;11.09.2021;Y;06;48 42.76220 N;002 12.05519 E;0.890;1.6;;225.4;33.625;8.8;65655
$;00:31:11;11:52:35;11.09.2021;Y;07;48 42.76202 N;002 12.05551 E;0.878;1.6;;227.7;33.625;8.8;65655
$;00:31:13;11:52:37;11.09.2021;Y;08;48 42.76194 N;002 12.05550 E;0.951;1.7;;229.1;33.750;8.8;65655
$;00:31:15;11:52:39;11.09.2021;Y;08;48 42.76219 N;002 12.05453 E;1.777;3.2;;232.6;33.625;8.8;65655
$;00:31:17;11:52:41;11.09.2021;Y;07;48 42.76178 N;002 12.05424 E;0.166;0.3;;235.9;33.750;8.8;65655
$;00:31:19;11:52:43;11.09.2021;Y;07;48 42.76154 N;002 12.05437 E;0.423;0.7;;236.4;33.875;8.8;65655
$;00:31:21;11:52:45;11.09.2021;Y;07;48 42.76031 N;002 12.05467 E;0.473;0.8;;240.5;33.625;8.8;65655
$;00:31:23;11:52:47;11.09.2021;Y;07;48 42.76011 N;002 12.05488 E;0.612;1.1;;242.5;33.750;8.8;65655
$;00:31:25;11:52:49;11.09.2021;Y;07;48 42.75998 N;002 12.05487 E;0.432;0.8;;240.4;33.750;8.8;65655
$;00:31:27;11:52:51;11.09.2021;Y;07;48 42.75969 N;002 12.05475 E;0.351;0.6;;241.0;33.750;8.7;65655
$;00:31:29;11:52:53;11.09.2021;Y;07;48 42.75972 N;002 12.05486 E;0.781;1.4;;241.1;33.750;8.8;65655
$;00:31:31;11:52:55;11.09.2021;Y;06;48 42.76004 N;002 12.05533 E;0.806;1.4;;241.7;33.625;8.8;65655
$;00:31:33;11:52:57;11.09.2021;Y;06;48 42.76002 N;002 12.05570 E;0.426;0.7;;240.0;33.875;8.8;65655
$;00:31:35;11:52:59;11.09.2021;Y;06;48 42.75982 N;002 12.05592 E;0.487;0.9;;237.7;33.750;8.8;65655
$;00:31:37;11:53:01;11.09.2021;Y;06;48 42.75946 N;002 12.05615 E;0.149;0.2;;239.9;33.750;8.8;65655
$;00:31:39;11:53:03;11.09.2021;Y;06;48 42.75829 N;002 12.05707 E;1.302;2.4;;239.0;33.750;8.8;65655
$;00:31:41;11:53:05;11.09.2021;Y;08;48 42.75806 N;002 12.05748 E;1.252;2.3;;241.6;33.750;8.8;65655
$;00:31:43;11:53:07;11.09.2021;Y;07;48 42.75764 N;002 12.05781 E;0.351;0.6;;244.4;33.875;8.8;65655
$;00:31:45;11:53:09;11.09.2021;Y;07;48 42.75899 N;002 12.05910 E;0.983;1.8;;247.7;33.875;8.8;65655
$;00:31:47;11:53:11;11.09.2021;Y;06;48 42.75898 N;002 12.05960 E;1.989;3.6;;241.6;33.875;8.8;65655
$;00:31:49;11:53:13;11.09.2021;Y;06;48 42.75889 N;002 12.05999 E;1.109;2.0;;238.4;33.875;8.8;65655
$;00:31:51;11:53:15;11.09.2021;Y;06;48 42.75869 N;002 12.06033 E;0.692;1.2;;235.4;34.0;8.8;65655
$;00:31:53;11:53:17;11.09.2021;Y;06;48 42.75935 N;002 12.06071 E;1.133;2.0;;228.8;34.0;8.8;65655
$;00:31:55;11:53:19;11.09.2021;Y;06;48 42.75952 N;002 12.06074 E;0.969;1.7;;228.7;33.750;8.8;65655
$;00:31:57;11:53:21;11.09.2021;Y;07;48 42.75859 N;002 12.05980 E;0.837;1.5;;235.9;33.875;8.8;65655
$;00:31:59;11:53:23;11.09.2021;Y;07;48 42.75856 N;002 12.05900 E;0.782;1.4;;238.1;33.750;8.8;65655
$;00:32:01;11:53:25;11.09.2021;Y;07;48 42.75821 N;002 12.05881 E;0.386;0.7;;240.1;34.0;8.8;65655
$;00:32:03;11:53:27;11.09.2021;Y;07;48 42.75773 N;002 12.05830 E;0.512;0.9;;244.0;33.875;8.8;65655
$;00:32:05;11:53:29;11.09.2021;Y;07;48 42.75738 N;002 12.05809 E;0.429;0.7;;248.2;33.875;8.8;65655
$;00:32:07;11:53:31;11.09.2021;Y;08;48 42.75737 N;002 12.05789 E;0.233;0.4;;248.7;33.750;8.8;65655
$;00:32:09;11:53:33;11.09.2021;Y;07;48 42.75776 N;002 12.05769 E;0.286;0.5;;248.1;34.0;8.8;65655
$;00:32:11;11:53:35;11.09.2021;Y;07;48 42.75813 N;002 12.05830 E;0.245;0.4;;249.5;33.875;8.8;65655
$;00:32:13;11:53:37;11.09.2021;Y;07;48 42.75813 N;002 12.05801 E;0.104;0.1;;251.1;33.875;8.8;65655
$;00:32:15;11:53:39;11.09.2021;Y;07;48 42.75824 N;002 12.05795 E;0.520;0.9;;249.8;33.875;8.8;65655
$;00:32:17;11:53:41;11.09.2021;Y;08;48 42.75794 N;002 12.05798 E;0.368;0.6;;249.7;33.875;8.8;65655
$;00:32:19;11:53:43;11.09.2021;Y;08;48 42.75770 N;002 12.05723 E;0.518;0.9;;252.8;34.0;8.8;65655
$;00:32:21;11:53:45;11.09.2021;Y;08;48 42.75802 N;002 12.05610 E;1.046;1.9;322.53;251.1;34.0;8.8;65655
$;00:32:23;11:53:47;11.09.2021;Y;08;48 42.75851 N;002 12.05513 E;0.362;0.6;;250.9;34.125;8.8;65655
$;00:32:25;11:53:49;11.09.2021;Y;08;48 42.75888 N;002 12.05438 E;0.209;0.3;;247.7;33.875;8.8;65655
$;00:32:27;11:53:51;11.09.2021;Y;08;48 42.75932 N;002 12.05353 E;1.063;1.9;;246.4;33.875;8.8;65655
$;00:32:29;11:53:53;11.09.2021;Y;08;48 42.75933 N;002 12.05312 E;0.447;0.8;;247.0;34.0;8.8;65655
$;00:32:31;11:53:55;11.09.2021;Y;08;48 42.75924 N;002 12.05262 E;0.139;0.2;;251.4;34.0;8.8;65655
$;00:32:33;11:53:57;11.09.2021;Y;08;48 42.75908 N;002 12.05234 E;0.505;0.9;;251.5;34.125;8.8;65655
$;00:32:35;11:53:59;11.09.2021;Y;07;48 42.75923 N;002 12.05237 E;0.119;0.2;;248.0;33.875;8.8;65655
